Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
6258;Friedrichshafen-Unterraderach;WRTR;30.11.2007-03:00;30.11.2007-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.12.2007-18:00;11.12.2007-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.12.2007-15:00;12.12.2007-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.01.2008-15:00;05.01.2008-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.01.2008-05:00;16.01.2008-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.01.2008-09:00;16.01.2008-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.01.2008-18:00;30.01.2008-21:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;31.01.2008-00:00;31.01.2008-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.02.2008-00:00;02.02.2008-09:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.02.2008-17:00;04.02.2008-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.02.2008-20:00;04.02.2008-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.02.2008-05:00;06.02.2008-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.02.2008-09:00;06.02.2008-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.02.2008-12:00;06.02.2008-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.02.2008-17:00;06.02.2008-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.02.2008-18:00;20.02.2008-22:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.02.2008-00:00;21.02.2008-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.02.2008-05:00;21.02.2008-07:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.02.2008-15:00;21.02.2008-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.03.2008-03:00;01.03.2008-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.03.2008-03:00;08.03.2008-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.03.2008-06:00;12.03.2008-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.03.2008-03:00;16.03.2008-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.04.2008-00:00;03.04.2008-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.04.2008-11:00;03.04.2008-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.04.2008-02:00;04.04.2008-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.04.2008-14:00;05.04.2008-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.04.2008-18:00;09.04.2008-21:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.04.2008-17:00;30.04.2008-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.05.2008-21:00;15.05.2008-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.05.2008-14:00;22.05.2008-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.06.2008-17:00;02.06.2008-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.06.2008-14:00;11.06.2008-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.06.2008-23:00;16.06.2008-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.07.2008-15:00;08.07.2008-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.07.2008-18:00;17.07.2008-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.07.2008-15:00;18.07.2008-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.07.2008-23:00;31.07.2008-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.08.2008-21:00;08.08.2008-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.09.2008-02:00;04.09.2008-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.10.2008-20:00;05.10.2008-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.10.2008-14:00;13.10.2008-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.10.2008-17:00;23.10.2008-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.10.2008-18:00;27.10.2008-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.10.2008-14:00;30.10.2008-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.11.2008-21:00;03.11.2008-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.12.2008-23:00;06.12.2008-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.12.2008-20:00;20.12.2008-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.02.2009-00:00;11.02.2009-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.03.2009-18:00;08.03.2009-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.03.2009-12:00;10.03.2009-15:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.03.2009-00:00;11.03.2009-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.04.2009-20:00;29.04.2009-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.05.2009-20:00;05.05.2009-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.05.2009-05:00;24.05.2009-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.06.2009-21:00;06.06.2009-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.06.2009-17:00;07.06.2009-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.07.2009-17:00;04.07.2009-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.08.2009-03:00;10.08.2009-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.09.2009-17:00;17.09.2009-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.10.2009-20:00;13.10.2009-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.10.2009-17:00;18.10.2009-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.11.2009-02:00;02.11.2009-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.11.2009-02:00;08.11.2009-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.11.2009-21:00;14.11.2009-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.11.2009-17:00;16.11.2009-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.11.2009-02:00;24.11.2009-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.11.2009-11:00;24.11.2009-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.11.2009-18:00;27.11.2009-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.12.2009-21:00;27.12.2009-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.02.2010-02:00;26.02.2010-06:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.02.2010-15:00;26.02.2010-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.02.2010-00:00;28.02.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.02.2010-05:00;28.02.2010-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.02.2010-11:00;28.02.2010-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.03.2010-02:00;15.03.2010-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.03.2010-20:00;27.03.2010-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.03.2010-21:00;30.03.2010-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;31.03.2010-12:00;31.03.2010-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.04.2010-15:00;26.04.2010-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.05.2010-03:00;01.05.2010-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.05.2010-18:00;03.05.2010-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.05.2010-15:00;04.05.2010-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.05.2010-03:00;06.05.2010-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.05.2010-08:00;06.05.2010-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.05.2010-11:00;10.05.2010-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.05.2010-17:00;10.05.2010-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.05.2010-23:00;12.05.2010-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.05.2010-18:00;15.05.2010-22:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.05.2010-02:00;18.05.2010-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.05.2010-06:00;27.05.2010-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.05.2010-23:00;31.05.2010-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.06.2010-12:00;01.06.2010-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.06.2010-20:00;03.06.2010-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.06.2010-00:00;07.06.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.06.2010-06:00;21.06.2010-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.07.2010-23:00;06.07.2010-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.07.2010-08:00;23.07.2010-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.07.2010-06:00;24.07.2010-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.07.2010-09:00;26.07.2010-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.07.2010-14:00;26.07.2010-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.07.2010-06:00;27.07.2010-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.07.2010-17:00;28.07.2010-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.07.2010-21:00;28.07.2010-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.08.2010-09:00;02.08.2010-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.08.2010-06:00;17.08.2010-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.08.2010-08:00;18.08.2010-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.08.2010-23:00;19.08.2010-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.09.2010-09:00;08.09.2010-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.09.2010-21:00;24.09.2010-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.09.2010-00:00;25.09.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.10.2010-00:00;05.10.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.10.2010-17:00;05.10.2010-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.10.2010-20:00;16.10.2010-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.10.2010-02:00;17.10.2010-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.10.2010-00:00;20.10.2010-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.10.2010-20:00;20.10.2010-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.10.2010-18:00;25.10.2010-00:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.10.2010-05:00;25.10.2010-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.11.2010-02:00;08.11.2010-06:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.11.2010-18:00;12.11.2010-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.11.2010-00:00;26.11.2010-09:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.11.2010-18:00;26.11.2010-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.11.2010-00:00;28.11.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.11.2010-00:00;29.11.2010-07:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.12.2010-11:00;02.12.2010-00:00;13;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;05.12.2010-20:00;07.12.2010-07:00;35;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;07.12.2010-09:00;07.12.2010-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.12.2010-20:00;08.12.2010-06:00;10;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;08.12.2010-08:00;08.12.2010-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.12.2010-11:00;08.12.2010-13:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.12.2010-18:00;09.12.2010-06:00;12;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;10.12.2010-06:00;10.12.2010-10:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.12.2010-12:00;10.12.2010-16:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.12.2010-18:00;10.12.2010-21:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.12.2010-03:00;11.12.2010-10:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.12.2010-02:00;12.12.2010-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.12.2010-14:00;12.12.2010-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.12.2010-17:00;12.12.2010-19:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.12.2010-00:00;13.12.2010-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.12.2010-03:00;15.12.2010-10:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.12.2010-12:00;16.12.2010-03:00;15;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2010-00:00;17.12.2010-09:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2010-11:00;17.12.2010-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2010-21:00;18.12.2010-03:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.12.2010-00:00;20.12.2010-12:00;12;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;20.12.2010-15:00;20.12.2010-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.12.2010-18:00;21.12.2010-00:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.12.2010-21:00;21.12.2010-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.12.2010-03:00;22.12.2010-10:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.12.2010-03:00;25.12.2010-06:00;27;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;25.12.2010-08:00;25.12.2010-10:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.12.2010-14:00;25.12.2010-19:00;5;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.12.2010-14:00;29.12.2010-00:00;10;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;29.12.2010-05:00;29.12.2010-07:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.12.2010-11:00;29.12.2010-13:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.12.2010-15:00;29.12.2010-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.01.2011-21:00;01.01.2011-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.01.2011-06:00;02.01.2011-12:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2011-06:00;06.01.2011-10:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2011-12:00;06.01.2011-21:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2011-23:00;07.01.2011-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.01.2011-06:00;07.01.2011-09:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.01.2011-06:00;08.01.2011-09:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.01.2011-21:00;10.01.2011-06:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.01.2011-17:00;11.01.2011-21:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.01.2011-15:00;13.01.2011-12:00;21;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;13.01.2011-18:00;14.01.2011-03:00;9;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.01.2011-02:00;15.01.2011-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.01.2011-06:00;19.01.2011-13:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.01.2011-09:00;20.01.2011-13:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.01.2011-20:00;20.01.2011-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.01.2011-06:00;24.01.2011-10:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.01.2011-12:00;24.01.2011-18:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.01.2011-00:00;31.01.2011-10:00;34;;eor;                                                                                                                      
6258;Friedrichshafen-Unterraderach;WRTR;19.03.2011-06:00;19.03.2011-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.03.2011-09:00;28.03.2011-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.04.2011-02:00;27.04.2011-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.04.2011-14:00;29.04.2011-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.06.2011-20:00;08.06.2011-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.06.2011-23:00;10.06.2011-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.06.2011-11:00;19.06.2011-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.06.2011-12:00;22.06.2011-15:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.07.2011-23:00;14.07.2011-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.07.2011-21:00;28.07.2011-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.08.2011-21:00;23.08.2011-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.09.2011-14:00;04.09.2011-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.10.2011-09:00;10.10.2011-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.11.2011-17:00;30.11.2011-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.12.2011-03:00;07.12.2011-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.12.2011-14:00;13.12.2011-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2011-03:00;17.12.2011-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2011-06:00;17.12.2011-09:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.12.2011-21:00;17.12.2011-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.12.2011-03:00;18.12.2011-07:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.12.2011-21:00;18.12.2011-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.12.2011-18:00;20.12.2011-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.12.2011-17:00;21.12.2011-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.01.2012-12:00;02.01.2012-15:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.01.2012-20:00;02.01.2012-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.01.2012-03:00;04.01.2012-10:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.01.2012-12:00;04.01.2012-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.01.2012-08:00;05.01.2012-12:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.01.2012-15:00;05.01.2012-21:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2012-00:00;06.01.2012-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2012-12:00;06.01.2012-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2012-18:00;06.01.2012-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.01.2012-09:00;07.01.2012-15:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.01.2012-20:00;07.01.2012-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.01.2012-06:00;08.01.2012-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.01.2012-09:00;08.01.2012-12:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.01.2012-18:00;08.01.2012-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.01.2012-03:00;09.01.2012-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.01.2012-15:00;09.01.2012-19:00;4;;eor;                                                                                                                       
generiert: 30.03.2022 --  Deutscher Wetterdienst  --                                                                                                                                                    
