Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2712;Konstanz;WRTR;18.02.2013-21:00;19.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.02.2013-21:00;20.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.02.2013-21:00;21.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.02.2013-21:00;22.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.02.2013-21:00;23.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.02.2013-21:00;24.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.02.2013-21:00;25.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.02.2013-21:00;26.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.02.2013-21:00;27.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.02.2013-21:00;28.02.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.02.2013-21:00;01.03.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;01.03.2013-21:00;02.03.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;02.03.2013-21:00;03.03.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;03.03.2013-21:00;04.03.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;04.03.2013-21:00;05.03.2013-04:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.03.2013-17:00;06.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.03.2013-17:00;07.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.03.2013-17:00;08.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.03.2013-17:00;09.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.03.2013-17:00;10.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.03.2013-17:00;11.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.03.2013-17:00;12.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.03.2013-17:00;13.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.03.2013-17:00;14.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.03.2013-17:00;15.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.03.2013-17:00;16.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.03.2013-17:00;17.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.03.2013-17:00;18.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.03.2013-17:00;19.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;19.03.2013-17:00;20.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;20.03.2013-17:00;21.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;21.03.2013-17:00;22.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.03.2013-17:00;23.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.03.2013-17:00;24.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.03.2013-17:00;25.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.03.2013-17:00;26.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.03.2013-17:00;27.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.03.2013-17:00;28.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.03.2013-17:00;29.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.03.2013-17:00;30.03.2013-04:00;11;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.03.2013-17:00;31.03.2013-03:00;10;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.03.2013-15:00;01.04.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.04.2013-15:00;02.04.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.04.2013-15:00;03.04.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.04.2013-20:00;04.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;04.04.2013-20:00;05.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.04.2013-20:00;06.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;06.04.2013-20:00;07.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;07.04.2013-20:00;08.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;08.04.2013-20:00;09.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;09.04.2013-20:00;10.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;10.04.2013-20:00;11.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;11.04.2013-20:00;12.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.04.2013-20:00;13.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.04.2013-20:00;14.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.04.2013-20:00;15.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.04.2013-20:00;16.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.04.2013-20:00;17.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.04.2013-20:00;18.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.04.2013-20:00;19.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.04.2013-20:00;20.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.04.2013-20:00;21.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.04.2013-20:00;22.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.04.2013-20:00;23.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.04.2013-20:00;24.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.04.2013-20:00;25.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.04.2013-20:00;26.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.04.2013-20:00;27.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.04.2013-20:00;28.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.04.2013-20:00;29.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;29.04.2013-20:00;30.04.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;30.04.2013-20:00;01.05.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;01.05.2013-15:00;02.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.05.2013-15:00;03.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.05.2013-15:00;04.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.05.2013-15:00;05.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.05.2013-15:00;06.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.05.2013-15:00;07.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.05.2013-15:00;08.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.05.2013-15:00;09.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.05.2013-15:00;10.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.05.2013-15:00;11.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.05.2013-15:00;12.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.05.2013-15:00;13.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.05.2013-15:00;14.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.05.2013-15:00;15.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.05.2013-15:00;16.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.05.2013-15:00;17.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.05.2013-15:00;18.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.05.2013-15:00;19.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;19.05.2013-15:00;20.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;20.05.2013-15:00;21.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;21.05.2013-15:00;22.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.05.2013-15:00;23.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.05.2013-15:00;24.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.05.2013-15:00;25.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.05.2013-15:00;26.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.05.2013-15:00;27.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.05.2013-15:00;28.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.05.2013-15:00;29.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.05.2013-15:00;30.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.05.2013-15:00;31.05.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.05.2013-15:00;01.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.06.2013-15:00;02.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.06.2013-15:00;03.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.06.2013-15:00;04.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.06.2013-15:00;05.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.06.2013-15:00;06.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.06.2013-15:00;07.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.06.2013-15:00;08.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.06.2013-15:00;09.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.06.2013-15:00;10.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.06.2013-15:00;11.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.06.2013-15:00;12.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.06.2013-15:00;13.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.06.2013-15:00;14.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.06.2013-15:00;15.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.06.2013-15:00;16.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.06.2013-15:00;17.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.06.2013-15:00;18.06.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.06.2013-20:00;19.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.06.2013-20:00;20.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.06.2013-20:00;21.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.06.2013-20:00;22.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.06.2013-20:00;23.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.06.2013-20:00;24.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.06.2013-20:00;25.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.06.2013-20:00;26.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.06.2013-20:00;27.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.06.2013-20:00;28.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.06.2013-20:00;29.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;29.06.2013-20:00;30.06.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;30.06.2013-20:00;01.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;01.07.2013-20:00;02.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;02.07.2013-20:00;03.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;03.07.2013-15:00;04.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.07.2013-20:00;05.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;05.07.2013-20:00;06.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;06.07.2013-20:00;07.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;07.07.2013-20:00;08.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;08.07.2013-20:00;09.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;09.07.2013-20:00;10.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;10.07.2013-20:00;11.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;11.07.2013-20:00;12.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.07.2013-20:00;13.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.07.2013-20:00;14.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.07.2013-20:00;15.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.07.2013-20:00;16.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.07.2013-20:00;17.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.07.2013-20:00;18.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.07.2013-20:00;19.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.07.2013-20:00;20.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.07.2013-20:00;21.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.07.2013-20:00;22.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.07.2013-20:00;23.07.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.07.2013-15:00;24.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.07.2013-15:00;25.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.07.2013-15:00;26.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.07.2013-15:00;27.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.07.2013-15:00;28.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.07.2013-15:00;29.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.07.2013-15:00;30.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.07.2013-15:00;31.07.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.07.2013-15:00;01.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.08.2013-15:00;02.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.08.2013-15:00;03.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.08.2013-15:00;04.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.08.2013-15:00;05.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.08.2013-15:00;06.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.08.2013-15:00;07.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.08.2013-15:00;08.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.08.2013-15:00;09.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.08.2013-15:00;10.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.08.2013-15:00;11.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.08.2013-15:00;12.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;12.08.2013-15:00;13.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;13.08.2013-15:00;14.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;14.08.2013-15:00;15.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;15.08.2013-15:00;16.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;16.08.2013-15:00;17.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;17.08.2013-15:00;18.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;18.08.2013-15:00;19.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;19.08.2013-15:00;20.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;20.08.2013-15:00;21.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;21.08.2013-15:00;22.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;22.08.2013-15:00;23.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;23.08.2013-15:00;24.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;24.08.2013-15:00;25.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;25.08.2013-15:00;26.08.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;26.08.2013-12:00;27.08.2013-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;27.08.2013-12:00;28.08.2013-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;28.08.2013-12:00;29.08.2013-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;29.08.2013-12:00;30.08.2013-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;30.08.2013-12:00;31.08.2013-03:00;15;;eor;                                                                                                                                           
2712;Konstanz;WRTR;31.08.2013-15:00;01.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;01.09.2013-15:00;02.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;02.09.2013-15:00;03.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;03.09.2013-15:00;04.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;04.09.2013-15:00;05.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;05.09.2013-15:00;06.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;06.09.2013-15:00;07.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;07.09.2013-15:00;08.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;08.09.2013-15:00;09.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;09.09.2013-15:00;10.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;10.09.2013-15:00;11.09.2013-03:00;12;;eor;                                                                                                                                           
2712;Konstanz;WRTR;11.09.2013-20:00;12.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;12.09.2013-20:00;13.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;13.09.2013-20:00;14.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;14.09.2013-20:00;15.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;15.09.2013-20:00;16.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;16.09.2013-20:00;17.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;17.09.2013-20:00;18.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;18.09.2013-20:00;19.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;19.09.2013-20:00;20.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;20.09.2013-20:00;21.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;21.09.2013-20:00;22.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;22.09.2013-20:00;23.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;23.09.2013-20:00;24.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;24.09.2013-20:00;25.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;25.09.2013-20:00;26.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;26.09.2013-20:00;27.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;27.09.2013-20:00;28.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;28.09.2013-20:00;29.09.2013-03:00;7;;eor;                                                                                                                                            
2712;Konstanz;WRTR;29.09.2013-20:00;30.09.2013-03:00;7;;eor;                                                                                                                                            
